Trinity geneIDD	Automated name	Manually-curated name
c73929_g1	c73929-g1 SH3GLB1 (SH3-domain GRB2-like endophilin) - emapper OG	NA
c73938_g1	c73938-g1	NA
c7394_g1	c7394-g1	NA
c73942_g1	c73942-g1	NA
c73967_g1	c73967-g1 (cyclic nucleotide gated channel alpha) - emapper OG	NA
c7397_g1	c7397-g1	NA
c73971_g1	c73971-g1	NA
c7398_g1	c7398-g1	NA
c74000_g1	c74000-g1	NA
c74002_g1	c74002-g1	NA
c7407_g1	c7407-g1	NA
c74071_g1	c74071-g1 1-to-2 MGA,TBX6 MGA, MAX dimerization protein	NA
c741_g1	c741-g1	NA
c74101_g1	c74101-g1	NA
c74117_g1	c74117-g1	NA
c74138_g1	c74138-g1	NA
c74143_g1	c74143-g1	NA
c74169_g1	c74169-g1	NA
c74187_g1	c74187-g1	NA
c74191_g1	c74191-g1	NA
c74224_g1	c74224-g1	NA
c74224_g2	c74224-g2 1-to-1 PASK PAS domain containing serine/threonine kinase	NA
c74231_g1	c74231-g1	NA
c74254_g1	c74254-g1	NA
c74292_g1	c74292-g1	NA
c74309_g1	c74309-g1	NA
c74333_g1	c74333-g1	NA
c74344_g1	c74344-g1	NA
c7435_g1	c7435-g1	NA
c74388_g1	c74388-g1	NA
c744_g1	c744-g1	NA
c74401_g1	c74401-g1	NA
c74404_g1	c74404-g1	NA
c74415_g1	c74415-g1	NA
c7444_g1	c7444-g1	NA
c74442_g1	c74442-g1	NA
c74461_g1	c103210-g1 HMR-1 (Cadherins are calcium dependent cell adhesion proteins (By similarity)) - emapper OG	NA
c74461_g2	c74461-g2	NA
c74489_g1	c74489-g1	NA
c74501_g1	c40531-g1 1-to-2 DOPEY1,DOPEY2 dopey family member 1	NA
c74514_g1	c74514-g1	NA
c74516_g1	c74516-g1	NA
c7454_g1	c7454-g1	NA
c7455_g1	c7455-g1	NA
c7457_g1	c7457-g1	NA
c74588_g1	c74588-g1	NA
c7461_g1	c7461-g1 1-to-1 SYCE2 synaptonemal complex central element protein 2	NA
c74613_g1	c74613-g1	NA
c74618_g1	c74618-g1	NA
c74623_g1	c74623-g1	NA
c74633_g1	c74633-g1	NA
c74634_g1	c74634-g1	NA
c74636_g1	c74636-g1	NA
c7465_g1	c7465-g1	NA
c74670_g1	c74670-g1	NA
c74674_g1	c74674-g1	NA
c74700_g1	c74700-g1	NA
c74703_g1	c74703-g1	NA
c74713_g1	c74713-g1	NA
c7472_g1	c100406-g1 1-to-3 RYR1,RYR2,RYR3 ryanodine receptor 1	NA
c74720_g1	c74720-g1	NA
c74732_g1	c74732-g1	NA
c74734_g1	c74734-g1	NA
c74742_g1	c74742-g1	NA
c74792_g1	c74792-g1	NA
c74799_g1	c74799-g1	NA
c7480_g1	c7480-g1	NA
c7481_g1	c7481-g1	NA
c74823_g1	c74823-g1	NA
c74835_g1	c74835-g1	NA
c74851_g1	c74851-g1	NA
c7486_g1	c7486-g1	NA
c7490_g1	c7490-g1	NA
c74906_g1	c103021-g2 (Inherit from opiNOG: Zinc finger protein) - emapper OG	NA
c74918_g1	c74918-g1	NA
c74925_g1	c74925-g1	NA
c74974_g1	c74974-g1	NA
c74987_g1	c74987-g1	NA
c750_g1	c750-g1	NA
c75024_g1	c75024-g1	NA
c75024_g2	c75024-g2	NA
c75058_g1	c75058-g1	NA
c75076_g1	c75076-g1	NA
c7511_g1	c7511-g1	NA
c75144_g1	c75144-g1	NA
c75196_g1	c75196-g1	NA
c75212_g1	c75212-g1	NA
c75213_g1	c75213-g1	NA
c75232_g1	c75232-g1	NA
c75273_g1	c75273-g1	NA
c75274_g1	c75274-g1	NA
c7528_g1	c7528-g1	NA
c75336_g1	c75336-g1	NA
c75376_g1	c75376-g1	NA
c75378_g1	c75378-g1	NA
c75389_g1	c75389-g1	NA
c75390_g1	c75390-g1	NA
c75399_g1	c75399-g1	NA
c75400_g1	c75400-g1	NA
c75434_g1	c75434-g1	NA
c75479_g1	c75479-g1	NA
c75498_g1	c75498-g1 (Ankyrin repeat) - emapper OG	NA
c75534_g1	c75534-g1	NA
c75539_g1	c75539-g1	NA
c7554_g1	c7554-g1	NA
c75558_g1	c75558-g1	NA
c75563_g1	c75563-g1	NA
c75565_g1	c75565-g1	NA
c75590_g1	c75590-g1	NA
c75597_g1	c75597-g1 1-to-1 NAA20 N(alpha)-acetyltransferase 20, NatB catalytic subunit	NA
c75607_g1	c75607-g1	NA
c7562_g1	c7562-g1	NA
c7564_g1	c7564-g1	NA
c7567_g1	c7567-g1	NA
c75687_g1	c75687-g1	NA
c75688_g1	c75688-g1	NA
c75723_g1	c75723-g1	NA
c75741_g1	c75741-g1	NA
c75745_g1	c75745-g1	NA
c75762_g1	c75762-g1	NA
c75767_g1	c75767-g1	NA
c75773_g1	c75773-g1	NA
c7581_g1	c7581-g1	NA
c75836_g1	c75836-g1	NA
c75843_g1	c75843-g1	NA
c75866_g1	c75866-g1	NA
c75889_g1	c75889-g1	NA
c75896_g1	c75896-g1	NA
c75904_g1	c100756-g1 (Inherit from opiNOG: to reverse transcriptase) - emapper OG	NA
c75908_g1	c75908-g1	NA
c7593_g1	c7593-g1	NA
c75936_g1	c75936-g1	NA
c75949_g1	c75949-g1	NA
c75959_g1	c75959-g1	NA
c7596_g1	c7596-g1	NA
c75972_g1	c75972-g1	NA
c7599_g1	c7599-g1	NA
c75996_g1	c75996-g1	NA
c75998_g1	c75998-g1	NA
c76039_g1	c76039-g1	NA
c76045_g1	c76045-g1	NA
c7606_g1	c7606-g1	NA
c7607_g1	c7607-g1	NA
c76071_g1	c102729-g1 3-to-4 ATP13A2,ATP13A4,ATP13A5,ATP13A3 ATPase 13A2	NA
c76101_g1	c76101-g1 RPS17 (Ribosomal protein) - emapper OG	NA
c76104_g1	c76104-g1	NA
c76119_g1	c76119-g1 2-to-1 DHX37 DEAH-box helicase 37	NA
c7612_g1	c7612-g1	NA
c76133_g1	c76133-g1	NA
c7614_g1	c7614-g1	NA
c76147_g1	c76147-g1	NA
c7616_g1	c7616-g1	NA
c76166_g1	c76166-g1	NA
c76186_g1	c76186-g1	NA
c76189_g1	c76189-g1	NA
c7620_g1	c7620-g1	NA
c7621_g1	c110923-g1 1-to-1 ANAPC2 anaphase promoting complex subunit 2	NA
c7627_g1	c7627-g1 1-to-2 FEM1A,FEM1C fem-1 homolog A	NA
c76284_g1	c76284-g1	NA
c763_g1	c763-g1	NA
c76339_g1	c76339-g1	NA
c7635_g1	c7635-g1	NA
c76366_g1	c76366-g1 BGLI (Beta-glucosidases are one of a number of cellulolytic enzymes involved in the degradation of c	NA
c76370_g1	c76370-g1	NA
c76429_g1	c76429-g1 (Inherit from COG: Retrotransposon protein) - emapper OG	NA
c76467_g1	c76467-g1	NA
c76476_g1	c76476-g1	NA
c76484_g1	c76484-g1	NA
c76487_g1	c104593-g6 1-to-1 FBXO18 F-box protein, helicase, 18	NA
c76493_g1	c76493-g1	NA
c765_g1	c765-g1	NA
c7650_g1	c7650-g1	NA
c76521_g1	c76521-g1	NA
c76523_g1	c76523-g1	NA
c76547_g1	c76547-g1	NA
c76552_g1	c54159-g1 1-to-3 DCAF4L2,DCAF4L1,DCAF4 DDB1 and CUL4 associated factor 4 like 2	NA
c76557_g1	c76557-g1	NA
c76566_g1	c102952-g1 1-to-1 CFAP47 cilia and flagella associated protein 47	NA
c76587_g1	c76587-g1	NA
c76604_g1	c76604-g1	NA
c76613_g1	c76613-g1	NA
c76622_g1	c76622-g1	NA
c76650_g1	c76650-g1	NA
c76677_g1	c76677-g1	NA
c76680_g1	c76680-g1	NA
c76692_g1	c76692-g1	NA
c76712_g1	c76712-g1	NA
c76733_g1	c76733-g1	NA
c76739_g1	c76739-g1	NA
c76743_g1	c76743-g1	NA
c76751_g1	c76751-g1	NA
c76783_g1	c76783-g1	NA
c76797_g1	c76797-g1	NA
c7680_g1	c7680-g1	NA
c76857_g1	c76857-g1	NA
c76906_g1	c76906-g1	NA
c76925_g1	c76925-g1	NA
c7693_g1	c7693-g1	NA
c7694_g1	c7694-g1	NA
c76948_g1	c76948-g1	NA
c76990_g1	c76990-g1	NA
c77_g1	c77-g1	NA
c77023_g1	c77023-g1 PGUG-02064 (glucose-fructose oxidoreductase domain containing) - emapper OG	NA
c7703_g1	c7703-g1	NA
c77032_g1	c77032-g1	NA
c77042_g1	c77042-g1	NA
c77047_g1	c77047-g1	NA
c77055_g1	c77055-g1	NA
c77086_g1	c77086-g1	NA
c77088_g1	c77088-g1	NA
c7709_g1	c7709-g1	NA
c77095_g1	c77095-g1	NA
c7710_g1	c7710-g1	NA
c77104_g1	c77104-g1	NA
c77115_g1	c77115-g1	NA
c77127_g1	c77127-g1	NA
c77147_g1	c77147-g1 2-to-3 CAPZA1,CAPZA3,CAPZA2 capping actin protein of muscle Z-line alpha subunit 1	NA
c77166_g1	c77166-g1	NA
c77223_g1	c77223-g1	NA
c77248_g1	c77248-g1	NA
c77270_g1	c77270-g1 RPSA (Required for the assembly and or stability of the 40S ribosomal subunit. Required for the proc	NA
c77274_g1	c77274-g1	NA
c77303_g1	c77303-g1	NA
c77313_g1	c77313-g1	NA
c7733_g1	c7733-g1	NA
c77356_g1	c77356-g1	NA
c7736_g1	c7736-g1	NA
c77368_g1	c77368-g1	NA
c77373_g1	c77373-g1	NA
c77375_g1	c101627-g1 8-to-1 TIPARP TCDD inducible poly(ADP-ribose) polymerase	NA
c77377_g1	c77377-g1	NA
c77381_g1	c77381-g1	NA
c77382_g1	c102790-g1 DNAH8 (dynein, axonemal, heavy chain 8) - blastp	NA
c77383_g1	c77383-g1	NA
c77385_g1	c77385-g1	NA
c77386_g1	c77386-g1	NA
c77387_g1	c77387-g1	NA
c7739_g1	c102562-g2 MYO22 (MYSc) - emapper OG	Myosin 7-like
c77390_g1	c77390-g1	NA
c77392_g1	c77392-g1	NA
c77393_g1	c77393-g1	NA
c77395_g1	c77395-g1	NA
c77397_g1	c77397-g1	NA
c77398_g1	c77398-g1	NA
c77398_g2	c77398-g2	NA
c77405_g1	c77405-g1	NA
c77405_g2	c77405-g2	NA
c77406_g1	c77406-g1	NA
c77410_g1	c77410-g1	NA
c77411_g1	c77411-g1	NA
c77412_g1	c77412-g1	NA
c77413_g1	c77413-g1 1-to-1 NME5 NME/NM23 family member 5	NA
c77418_g1	c77418-g1	NA
c77423_g1	c77423-g1	NA
c77424_g1	c77424-g1	NA
c77425_g1	c77425-g1	NA
c77427_g1	c77427-g1	NA
c77428_g1	c77428-g1	NA
c77429_g1	c77429-g1	NA
c7743_g1	c7743-g1	NA
c77430_g1	c77430-g1	NA
c77431_g1	c77431-g1	NA
c77433_g1	c77433-g1	NA
c77436_g1	c77436-g1 (Leucine Rich Repeat) - emapper OG	NA
c77438_g1	c77438-g1	NA
c77439_g1	c77439-g1 TBCA (Tubulin folding cofactor A) - emapper OG	NA
c7744_g1	c48321-g1	NA
c77440_g1	c77440-g1	NA
c77441_g1	c77441-g1	NA
c77442_g1	c77442-g1 (Dubious open reading frame unlikely to encode a protein, based on available experimental and compar	NA
c77444_g1	c77444-g1	NA
c77449_g1	c77449-g1	NA
c77451_g1	c110982-g1	NA
c77452_g1	c77452-g1	NA
c77454_g1	c77454-g1	NA
c77456_g1	c77456-g1	NA
c77458_g1	c77458-g1 GCSH (glycine cleavage system protein H (aminomethyl carrier)) - emapper OG	NA
c77460_g1	c77460-g1	NA
c77477_g1	c77477-g1	NA
c77477_g2	c108415-g1 1-to-1 PNPT1 polyribonucleotide nucleotidyltransferase 1	NA
c77480_g1	c77480-g1	NA
c77484_g1	c77484-g1	NA
c77484_g2	c77484-g2	NA
c77485_g1	c77485-g1	NA
c77489_g1	c77489-g1	NA
c77491_g1	c100044-g2 (Eph receptor) - emapper OG	EphA/B G Ephrin Receptor
c77493_g1	c77493-g1	NA
c77493_g2	c77493-g2	NA
c77499_g1	c77499-g1	NA
c77503_g1	c77503-g1	NA
c77504_g1	c77504-g1	NA
c77507_g1	c77507-g1	NA
c77516_g1	c77516-g1	NA
c77523_g1	c77523-g1 RPS4X (ribosomal protein) - emapper OG	NA
c77526_g1	c77526-g1	NA
c77527_g1	c77527-g1	NA
c77528_g1	c77528-g1 1-to-1 NAT9 N-acetyltransferase 9 (putative)	NA
c77529_g1	c77529-g1	NA
c77529_g2	c77529-g2	NA
c77533_g1	c77533-g1	NA
c77535_g1	c77535-g1 KLF9 (kruppel-like factor) - emapper OG	Klf family ortholog A
c77537_g1	c77537-g1	NA
c77539_g1	c77539-g1	NA
c77542_g1	c77542-g1	NA
c77543_g1	c111912-g1 1-to-1 LRRC43 leucine rich repeat containing 43	NA
c77545_g1	c77545-g1	NA
c77548_g1	c77548-g1 (Inherit from opiNOG: to reverse transcriptase) - emapper OG	NA
c77559_g1	c77559-g1	NA
c77559_g2	c77559-g2	NA
c7756_g1	c7756-g1 (Inherit from KOG: Retrotransposon protein) - emapper OG	NA
c77561_g1	c77561-g1	NA
c77567_g1	c77567-g1	NA
c77568_g1	c77568-g1	NA
c77570_g1	c77570-g1	NA
c77571_g1	c77571-g1	NA
c77577_g1	c77577-g1	NA
c77579_g1	c77579-g1	NA
c77580_g1	c77580-g1 (CHY zinc finger) - emapper OG	NA
c77582_g1	c77582-g1 1-to-1 NIM1K NIM1 serine/threonine protein kinase	NA
c77582_g2	c77582-g2	NA
c77587_g1	c77587-g1	NA
c77588_g1	c77588-g1	NA
c77589_g1	c77493-g2	NA
c77589_g2	c77589-g2	NA
c77590_g1	c57987-g1 1-to-1 FAM227B family with sequence similarity 227 member B	NA
c77593_g1	c77593-g1	NA
c77599_g1	c101027-g2 1-to-1 SMC3 structural maintenance of chromosomes 3	NA
c77601_g1	c77601-g1	NA
c77602_g1	c77602-g1 GCR1 (Receptor) - emapper OG	NA
c77603_g1	c103002-g1 (VWA) - emapper OG	NA
c77603_g2	c77603-g2	NA
c77606_g1	c77606-g1	NA
c77611_g1	c77611-g1	NA
c77612_g1	c77612-g1	NA
c77613_g1	c77613-g1 1-to-1 NOL6 nucleolar protein 6	NA
c77614_g1	c77614-g1	NA
c77615_g1	c77615-g1	NA
c77629_g1	c77629-g1	NA
c77638_g1	c35155-g1	NA
c77638_g2	c77638-g2	NA
c77639_g1	c77639-g1 1-to-1 PLEKHM1 pleckstrin homology and RUN domain containing M1	NA
c77641_g1	c77641-g1	NA
c77641_g2	c77641-g2	NA
c77645_g1	c77645-g1	NA
c77659_g1	c104262-g1 ((ABC) transporter) - emapper OG	NA
c77659_g2	c104262-g1 ((ABC) transporter) - emapper OG	NA
c77661_g1	c77661-g1	NA
c77663_g1	c77663-g1	NA
c77664_g1	c77664-g1	NA
c77670_g1	c77670-g1 2-to-1 COTL1 coactosin like F-actin binding protein 1	NA
c77671_g1	c77671-g1	NA
c77671_g2	c77671-g2	NA
c77677_g1	c77677-g1	NA
c77678_g1	c77678-g1	NA
c77679_g1	c77679-g1	NA
c77681_g1	c77681-g1 1-to-1 EXOG exo/endonuclease G	NA
c77682_g1	c77682-g1	NA
c77683_g1	c77683-g1	NA
c77687_g1	c77687-g1	NA
c77688_g1	c77688-g1	NA
c77690_g1	c77690-g1 (NRPS-like enzyme) - emapper OG	NA
c77692_g1	c77692-g1	NA
c77693_g1	c77693-g1	NA
c77694_g1	c77694-g1	NA
c77697_g1	c100000-g3 1-to-1 PARD3 par-3 family cell polarity regulator	NA
c77698_g1	c77698-g1	NA
c7770_g1	c7770-g1	NA
c77701_g1	c77701-g1	NA
c77702_g1	c77702-g1	NA
c77703_g1	c77703-g1	NA
c77705_g1	c77705-g1	NA
c77707_g1	c77707-g1	NA
c77708_g1	c77708-g1	NA
c77708_g2	c77708-g2	NA
c77709_g1	c77709-g1	NA
c77710_g1	c77710-g1	NA
c77710_g2	c77710-g2	NA
c77711_g1	c77711-g1	NA
c77713_g1	c77713-g1	NA
c77715_g1	c77715-g1	NA
c77719_g1	c77719-g1	NA
c77722_g1	c77722-g1	NA
c77722_g2	c77722-g2	NA
c77724_g1	c77724-g1	NA
c77725_g1	c77725-g1	NA
c77726_g1	c77726-g1 AHCY (adenosylhomocysteinase) - emapper OG	NA
c77728_g1	c77728-g1	NA
c77729_g1	c77729-g1 1-to-1 TDRKH tudor and KH domain containing	NA
c7773_g1	c7773-g1 RPS10 (Ribosomal protein S10) - emapper OG	NA
c77732_g1	c77732-g1	NA
c77734_g1	c77734-g1	NA
c77739_g1	c77739-g1 (protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 rep	NA
c77740_g1	c77740-g1	NA
c77741_g1	c77741-g1	NA
c77742_g1	c77742-g1	NA
c77742_g2	c77742-g2	NA
c77743_g1	c77743-g1	NA
c77744_g1	c77744-g1	NA
c77745_g1	c77745-g1	NA
c77747_g1	c77747-g1	NA
c77749_g1	c77749-g1	NA
c77754_g1	c77754-g1	NA
c77756_g1	c77756-g1	NA
c77761_g1	c77761-g1	NA
c77762_g1	c77762-g1	NA
c77763_g1	c77763-g1	NA
c77766_g1	c77766-g1	NA
c77766_g2	c77766-g2	NA
c77767_g1	c77767-g1	NA
c77768_g1	c77768-g1	NA
c77768_g2	c77768-g2	NA
c77769_g1	c77769-g1	NA
c77770_g1	c77770-g1	NA
c77771_g1	c77771-g1	NA
c77772_g1	c77772-g1	NA
c77778_g1	c77778-g1	NA
c77779_g1	c77779-g1 1-to-1 ANKS1B ankyrin repeat and sterile alpha motif domain containing 1B	NA
c77780_g1	c77780-g1	NA
c77784_g1	c77784-g1	NA
c77788_g1	c77788-g1	NA
c77789_g1	c77789-g1 XPR1 (Xenotropic and polytropic retrovirus receptor 1) - emapper OG	NA
c77792_g1	c77792-g1	NA
c77793_g1	c77793-g1	NA
c77796_g1	c77796-g1	NA
c77797_g1	c77797-g1	NA
c77804_g1	c77804-g1	NA
c77805_g1	c77805-g1	NA
c77807_g1	c77807-g1	NA
c77808_g1	c17265-g1 1-to-1 MAD1L1 MAD1 mitotic arrest deficient like 1	NA
c77809_g1	c77809-g1	NA
c77810_g1	c77810-g1	NA
c77814_g1	c77814-g1	NA
c77815_g1	c77815-g1	NA
c77825_g1	c106661-g1 KIF14 (kinesin family member 14) - emapper OG	NA
c77829_g1	c77829-g1 1-to-3 TMEM63B,TMEM63C,TMEM63A transmembrane protein 63B	NA
c77831_g1	c77831-g1	NA
c77832_g1	c77832-g1 (Inherit from KOG: Solute carrier family 25) - emapper OG	NA
c77834_g1	c77834-g1	NA
c77836_g1	c77836-g1 (cubilin (intrinsic factor-cobalamin receptor)) - emapper OG	NA
c77841_g1	c77841-g1	NA
c77843_g1	c77843-g1	NA
c77846_g1	c77846-g1	NA
c77847_g1	c77847-g1	NA
c77850_g1	c77850-g1	NA
c77851_g1	c77851-g1	NA
c77854_g1	c67887-g1 1-to-1 ARHGEF17 Rho guanine nucleotide exchange factor 17	NA
c77860_g1	c77860-g1	NA
c77869_g1	c77869-g1 1-to-1 C1orf194 chromosome 1 open reading frame 194	NA
c77873_g1	c77873-g1	NA
c77874_g1	c6670-g1	NA
c77875_g1	c77875-g1	NA
c77876_g1	c77876-g1 1-to-1 CYB5D1 cytochrome b5 domain containing 1	NA
c77878_g1	c77878-g1	NA
c77879_g1	c77879-g1	NA
c77880_g1	c77880-g1	NA
c77886_g1	c77886-g1	NA
c77889_g1	c100434-g2 5-to-2 TRIM45,TRIM3 tripartite motif containing 45	NA
c77890_g1	c49979-g1	NA
c77892_g1	c77892-g1	NA
c77894_g1	c77894-g1	NA
c77898_g1	c77898-g1	NA
c77899_g1	c101327-g1 1-to-1 ESPL1 extra spindle pole bodies like 1, separase	NA
c77900_g1	c77900-g1	NA
c77906_g1	c77906-g1	NA
c77913_g1	c77913-g1	NA
c77916_g1	c77916-g1	NA
c77917_g1	c77917-g1	NA
c77920_g1	c77920-g1	NA
c77921_g1	c77921-g1	NA
c77928_g1	c77928-g1	NA
c77929_g1	c77929-g1 2-to-1 CDT1 chromatin licensing and DNA replication factor 1	NA
c77932_g1	c77932-g1	NA
c77933_g1	c77933-g1 FADD (Fas associated via death domain) - blastp	NA
c77938_g1	c77938-g1	NA
c77939_g1	c77939-g1 1-to-1 GTDC1 glycosyltransferase like domain containing 1	NA
c77940_g1	c77940-g1	NA
c77942_g1	c77942-g1	NA
c77943_g1	c77943-g1	NA
c77944_g1	c77944-g1	NA
c77947_g1	c77947-g1	NA
c77953_g1	c77953-g1	NA
c77958_g1	c77958-g1	NA
c77960_g1	c77960-g1	NA
c77964_g1	c77964-g1	NA
c77969_g1	c77969-g1	NA
c77972_g1	c77972-g1 (Ring finger protein) - emapper OG	NA
c77972_g2	c77972-g2	NA
c77976_g1	c77976-g1	NA
c77977_g1	c77977-g1	NA
c77977_g2	c77977-g2	NA
c77979_g1	c77979-g1	NA
c77981_g1	c77981-g1	NA
c77983_g1	c77983-g1 1-to-1 TBCEL tubulin folding cofactor E like	NA
c77985_g1	c77985-g1	NA
c77994_g1	c77994-g1 1-to-1 ZGRF1 zinc finger GRF-type containing 1	NA
c77995_g1	c77995-g1 1-to-1 TUBGCP4 tubulin gamma complex associated protein 4	NA
c77998_g1	c77998-g1	NA
c78004_g1	c78004-g1	NA
c78010_g1	c78010-g1	NA
c78012_g1	c78012-g1	NA
c78016_g1	c78016-g1	NA
c78018_g1	c78018-g1	NA
c78019_g1	c78019-g1	NA
c78021_g1	c78021-g1	NA
c78022_g1	c78022-g1	NA
c78024_g1	c78024-g1	NA
c78026_g1	c78026-g1	NA
c78028_g1	c78028-g1	NA
c78030_g1	c78030-g1	NA
c78032_g1	c78032-g1	NA
c78034_g1	c78034-g1	NA
c78039_g1	c78039-g1 TRIM2 (tripartite motif containing 2) - emapper OG	NA
c78039_g2	c78039-g1 TRIM2 (tripartite motif containing 2) - emapper OG	NA
c78040_g1	c100166-g1 1-to-1 DYNC2H1 dynein cytoplasmic 2 heavy chain 1	NA
c78041_g1	c78041-g1	NA
c78042_g1	c78042-g1	NA
c78048_g1	c78048-g1	NA
c78050_g1	c112428-g1 1-to-1 AGBL4 ATP/GTP binding protein like 4	NA
c78051_g1	c78051-g1	NA
c78052_g1	c78052-g1	NA
c78053_g1	c78053-g1	NA
c78055_g1	c78055-g1 5-to-2 TRIM28,TRIM33 tripartite motif containing 28	NA
c78058_g1	c78058-g1	NA
c78060_g1	c78060-g1 1-to-1 TUBGCP6 tubulin gamma complex associated protein 6	NA
c78062_g1	c78062-g1	NA
c78066_g1	c78066-g1	NA
c7807_g1	c7807-g1	NA
c78070_g1	c111622-g1 1-to-1 ANKLE2 ankyrin repeat and LEM domain containing 2	NA
c78072_g1	c78072-g1	NA
c78073_g1	c78073-g1	NA
c78074_g1	c78074-g1	NA
c78075_g1	c78075-g1	NA
c78077_g1	c78077-g1	NA
c78078_g1	c78078-g1 (multicellular organismal development) - emapper OG	NA
c78081_g1	c78081-g1	NA
c78081_g2	c65399-g1	NA
c78087_g1	c78087-g1 1-to-1 SLC30A6 solute carrier family 30 member 6	NA
c78088_g1	c78088-g1	NA
c78089_g1	c78089-g1	NA
c78092_g1	c78092-g1 2-to-2 ARPC1A,ARPC1B actin related protein 2/3 complex subunit 1A	Arpc1a/b A actin related protein 2/3 complex subunit 1
c78095_g1	c78095-g1	NA
c78096_g1	c78096-g1	NA
c78097_g1	c78097-g1 RPL10A (ribosomal protein) - emapper OG	NA
c78098_g1	c78098-g1	NA
c78098_g2	c78098-g2	NA
c78100_g1	c78100-g1	NA
c78101_g1	c78101-g1	NA
c78102_g1	c102349-g1 PXDNL (Peroxidasin homolog) - emapper OG	NA
c78102_g2	c78102-g2	NA
c78103_g1	c78103-g1	NA
c78103_g2	c78103-g2	NA
c78107_g1	c78107-g1	NA
c78109_g1	c78109-g1	NA
c78109_g2	c55616-g1 ELMOD3 (ELMO/CED-12 domain containing 3) - blastp	NA
c78113_g1	c78113-g1	NA
c78114_g1	c78114-g1	NA
c78115_g1	c78115-g1	NA
c78117_g1	c78117-g1	NA
c78119_g1	c39133-g1 1-to-2 TIAM1,TIAM2 T-cell lymphoma invasion and metastasis 1	NA
c78126_g1	c78126-g1	NA
c78126_g2	c78126-g2	NA
c78126_g3	c78126-g3	NA
c78129_g1	c78129-g1 1-to-4 DNMT3A,DNMT3L,DNMT3B,FP565260.4 DNA methyltransferase 3 alpha	NA
c78133_g1	c78133-g1	NA
c78134_g1	c78134-g1	NA
c78134_g2	c78134-g2	NA
c78140_g1	c78140-g1	NA
c78143_g1	c78143-g1	NA
c78144_g1	c78144-g1	NA
c78149_g1	c78149-g1 (Inherit from NOG: domain protein) - emapper OG	NA
c78149_g2	c78149-g2	NA
c78150_g1	c78150-g1	NA
c78151_g1	c78151-g1	NA
c78154_g1	c78154-g1	NA
c78161_g1	c78161-g1	NA
c78165_g1	c78165-g1	NA
c78167_g1	c78167-g1	NA
c7817_g1	c7817-g1	NA
c78170_g1	c78170-g1	NA
c78176_g1	c78176-g1 1-to-1 MBTPS2 membrane bound transcription factor peptidase, site 2	NA
c78179_g1	c78179-g1	NA
c78180_g1	c78180-g1 (RAB8A, member RAS oncogene family) - emapper OG	NA
c78181_g1	c78181-g1	NA
c78183_g1	c78183-g1	NA
c78184_g1	c78184-g1	NA
c78185_g1	c78185-g1	NA
c78186_g1	c78186-g1	NA
c78186_g2	c78186-g2	NA
c78189_g1	c101668-g1 2-to-1 ACOX3 acyl-CoA oxidase 3, pristanoyl	NA
c78190_g1	c101041-g1 1-to-1 LAMA3 laminin subunit alpha 3	NA
c78191_g1	c78191-g1	NA
c78193_g1	c78193-g1 TTC28 (tetratricopeptide repeat domain 28) - blastp	NA
c78195_g1	c78195-g1	NA
c78200_g1	c78200-g1	NA
c78204_g1	c78204-g1	NA
c78210_g1	c100856-g1 1-to-1 KIAA0100 KIAA0100	NA
c78210_g2	c78210-g2	NA
c78212_g1	c78212-g1	NA
c78213_g1	c78213-g1	NA
c78217_g1	c78217-g1	NA
c78217_g2	c78217-g2 ASRGL1 (asparaginase like 1) - emapper OG	NA
c78219_g1	c78219-g1	NA
c78222_g1	c78222-g1	NA
c78225_g1	c78225-g1	NA
c78227_g1	c78227-g1 1-to-1 C18orf8 chromosome 18 open reading frame 8	NA
c78227_g2	c78227-g2	NA
c78236_g1	c104533-g3 4-to-1 TTN titin	NA
c78238_g1	c78238-g1	NA
c78239_g1	c78239-g1	NA
c78244_g1	c78244-g1	NA
c78246_g1	c78246-g1 RAB8B (member RAS oncogene family) - emapper OG	NA
c78246_g2	c78246-g2	NA
c78247_g1	c78247-g1	NA
c78249_g1	c78249-g1	NA
c78250_g1	c78250-g1	NA
c78251_g1	c78251-g1	NA
c78251_g2	c78251-g1	NA
c78252_g1	c78252-g1	NA
c78252_g2	c78252-g2	NA
c78253_g1	c78253-g1 1-to-1 LTA lymphotoxin alpha	NA
c78255_g1	c78255-g1	NA
c78257_g1	c78257-g1	NA
c78266_g1	c78266-g1	NA
c78268_g1	c78268-g1 AMZ1 (archaelysin family metallopeptidase) - emapper OG	NA
c78269_g1	c78269-g1	NA
c7827_g1	c7827-g1	NA
c78272_g1	c78272-g1	NA
c78273_g1	c78273-g1	NA
c78276_g1	c78276-g1	NA
c78276_g2	c78276-g2	NA
c78277_g1	c111537-g1	NA
c78278_g1	c78278-g1	NA
c78282_g1	c78282-g1	NA
c78283_g1	c78283-g1	NA
c78285_g1	c78285-g1	NA
c78287_g1	c78287-g1	NA
c78290_g1	c102631-g1 1-to-2 FAM214B,FAM214A family with sequence similarity 214 member B	NA
c78291_g1	c78291-g1 RPS6 (40S ribosomal protein S6) - emapper OG	NA
c78299_g1	c78299-g1	NA
c78300_g1	c78300-g1	NA
c78300_g2	c106043-g1 1-to-1 NEK10 NIMA related kinase 10	NA
c78301_g1	c78301-g1	NA
c78304_g1	c78304-g1	NA
